ImageID,ans,m_out_0,m_out_1,m_out_2,g_out,a_out_0,a_out_1,a_out_2
7e210495c2b188be33d5a385f8ce1265b0697935.jpg,0,0.9999994,5.999632e-07,1.6424273e-11,1.0,1.822179e-11,0.99999833,1.7223141e-06
52d5422595abce4bfec2a5da7d9ad0918ba79030.jpg,0,2.9140822e-12,1.0,1.0047004e-09,1.0,1.0,2.243384e-11,4.6498427e-10
6d2979fe1606e576ee88091de8d6d59aeac5d2b7.jpg,0,1.0,9.041416e-09,8.508817e-09,1.0,2.3203042e-10,1.0,3.8446926e-10
3143f6f6245d690d1350b4982714cdb35c717a66.jpg,0,1.0,2.278733e-08,1.1586926e-09,5.9420972e-06,7.898804e-07,0.99999774,1.456558e-06
f598446f60a9c89e762d59f5d08799e949f7b5d7.jpg,0,0.9997987,7.858098e-05,0.00012277764,6.7268214e-12,8.078123e-07,0.99984956,0.00014958304
beeca5084fcbf1ff137be0155591486630d0989c.jpg,0,9.360285e-10,1.0,2.4547132e-08,0.9999962,2.1389591e-10,1.0,2.8434126e-09
382ed31ab97cec6ba52051a1af0686bfd632971a.jpg,0,1.0,3.7778776e-08,4.4612083e-09,2.193083e-06,1.1506759e-09,1.0,4.717272e-09
5a09856a362270de5770bf6a081a25c5f92a5f42.jpg,0,1.0,2.5157487e-09,1.8366622e-08,3.4328892e-07,0.9999999,1.4083325e-07,8.2556634e-10
46aeff0a8d26d074bf0e2c49bb91194af41ea717.jpg,0,1.0,2.7673683e-11,2.1553231e-11,1.0,1.0,3.300285e-13,1.0424071e-11
55b432a274f910906b7d48e766762e9278fbfaa4.jpg,0,0.9999993,7.213289e-07,1.389283e-08,3.552611e-08,9.997896e-07,0.99784946,0.0021496038
01ed60df34a15534443de81f062bfcdd9b373f8b.jpg,0,0.99997544,2.340218e-05,1.2083983e-06,1.0450544e-06,1.575694e-09,1.0,4.6517434e-09
35fb9aa3d63a0387dbad91e5d01a50a0e3c0bfb6.jpg,0,1.0,4.2933124e-10,5.870157e-13,7.156019e-13,1.5775992e-11,1.0,5.5365233e-11
d8c5517ee11a8a22388cfca4dc0430f4df35cd75.jpg,0,0.9999993,4.4843935e-07,2.7942255e-07,3.250471e-05,0.0012556241,0.998741,3.4353511e-06
7d95e4583e6731b838b2168f2ab87cee756a3d92.jpg,0,2.8263624e-14,1.5434832e-08,1.0,1.0,1.0,3.800828e-14,1.9657864e-14
e2e773463872aefd06570bd721b3551deaf5a0fc.jpg,0,1.0,1.8486637e-09,8.391464e-10,2.0828367e-05,0.000164183,0.39621678,0.603619
cfa25282abbacb39ca5d3f71c2e05089547b8dfe.jpg,0,0.99999964,1.4754902e-07,2.2463293e-07,8.705964e-09,0.9999999,1.0111184e-07,1.8252587e-09
100918d93f093cf3100120ab6979ddcf9ec10398.jpg,0,9.103077e-11,1.0,2.0874913e-09,1.0,1.0,5.1265256e-11,5.8840676e-13
9a2c80e9510270699259f2e4ae4105d4a2ac4384.jpg,0,1.0,1.8344181e-08,4.0010155e-09,0.9999418,9.505474e-10,0.9999999,1.5981176e-07
04f3341decdf3c64aca46494e2a005ca2e8ea6e9.jpg,0,0.9999994,5.0987995e-07,6.033873e-08,1.22928e-07,6.086422e-08,0.9999864,1.3510569e-05
4197121c1118aabd0d98469b6b5959490138cef4.jpg,0,1.0,7.746524e-09,4.7915055e-08,0.9998692,1.3407115e-09,0.33238354,0.6676164
6de97a8265ba303a2f62bc05a43fdc4ffb6ab719.jpg,0,1.6684831e-12,1.0,2.5303962e-10,2.0959103e-08,8.957828e-09,0.99998736,1.2657254e-05
3086e7dea7b539983a3db16498653f7a6f4d3779.jpg,0,0.99999976,2.8227595e-07,1.5833641e-09,1.0,1.0,2.3649705e-11,9.441743e-14
da61ea92b70a320fe08673a5a393fe831ded46b1.jpg,0,0.99999976,1.9520508e-07,5.5950448e-08,6.402837e-05,3.75814e-08,4.0605955e-05,0.99995935
7ac52fc8518b46ee0f46c4bbee47f75dd86bd4c9.jpg,0,1.0,1.4239317e-08,2.5885025e-09,1.1799243e-09,2.1147967e-11,1.0,7.7693074e-10
b9f82f3a05e114e52303e69e107e2bed455c4ea7.jpg,0,1.0,4.896731e-11,1.6817102e-12,8.777375e-13,1.0506751e-11,1.0,1.714266e-10
74b5b92a864c29f61e8d2397d16476afa3452401.jpg,0,0.99999416,5.714683e-06,1.2233379e-07,1.742772e-08,1.0,1.4341641e-08,1.7503722e-10
e09765a7f088ee5d82a251adb80cd8dfa1ef157f.jpg,0,0.9999999,1.762092e-07,8.434086e-09,0.99999964,2.2738593e-10,1.0,1.6102993e-10
a711ce5ee7771ac21c35be99e17c7d58b5a7447a.jpg,0,1.0,7.10392e-09,6.4827304e-09,1.7696375e-10,3.276664e-07,0.98815256,0.011847132
d8fc134bfa5cc09f4a67ece5e403470bd2d57e9a.jpg,0,1.0,5.5627694e-09,1.5876587e-09,1.0,2.2018203e-10,1.0,6.8193585e-15
6263c0f10c00dbda81f006205a0f3082a0bd62bf.jpg,0,0.9999987,1.4293428e-07,1.1787525e-06,0.9941421,0.05173519,0.94455594,0.0037088615
4e8d0b307871f910bfea3a544da6be8e9a65fd2b.jpg,0,0.99999917,6.8361743e-07,7.864611e-08,5.1367535e-11,5.697573e-09,0.9999994,6.093613e-07
57df36546603b4165c421db4b9e686fcb0eb509e.jpg,0,1.0,5.8702807e-09,3.5843893e-08,1.04354115e-07,3.143614e-08,0.81786466,0.18213528
22234357d9b91539349bfd348f4efaae53db8eee.jpg,0,0.9999988,1.1427675e-06,1.989128e-09,4.1651575e-11,1.0,6.539834e-09,2.1771706e-12
d5179f4cef8aa3b474a9e6cc62adb60b875faa0e.jpg,0,0.99999833,1.6990097e-06,2.4070333e-08,5.8130247e-08,0.99876213,0.0012370016,8.0181167e-07
2dc9be09033d78a890ebbbfa4c1a4a2f637e5fd4.jpg,0,0.9999999,1.2884457e-08,1.0760528e-07,3.0064002e-09,1.0,7.4864795e-17,4.554643e-16
909ecfa0f7cb126731ed7c5d6f960e53164ee5c7.jpg,0,6.249491e-11,5.835676e-07,0.9999994,1.0,4.49822e-10,1.0,9.820524e-13
9b3973f7f97d86acf0ceec48052ae2348df79e4a.jpg,0,1.0,3.4455796e-09,6.844744e-11,1.0,1.0,3.8355547e-16,8.298985e-14
6513a53602dc09afbe293379e0d7e0f9c6af7abe.jpg,0,1.0799028e-09,1.1441925e-05,0.99998856,1.0,2.134463e-11,1.0,4.716426e-13
f95ad6530f8b53c709f5d8c9526b1384944a3d57.jpg,0,0.9999999,1.6002039e-07,3.781054e-09,0.99994683,1.818037e-07,0.99999976,6.894741e-08
50a898d2ba3e3e12d482351ef5d766318ec706f5.jpg,0,1.0,3.9662712e-08,3.9247143e-09,4.7492826e-10,1.9362798e-07,0.99999976,9.257767e-09
c4b50f53423a680325dc552f645b6ca8a54c09d5.jpg,0,5.7958773e-11,2.000317e-06,0.999998,6.1460423e-13,1.0,8.821652e-09,5.4192775e-11
4a7eeee4bacfe6a7ab8d1622b75f665f75f4cbac.jpg,0,1.7635537e-12,1.0,2.0286169e-10,0.9999999,1.50180995e-05,0.99998486,1.3052467e-07
5dd22147a58a47f6ce3d2f7c9381c428c78777f2.jpg,0,1.0,3.2999519e-09,1.37747636e-08,1.2127637e-07,4.094291e-06,0.0005097659,0.9994862
a0672e9d66779e64996d4c7247f410c42d753e82.jpg,0,1.0,6.8555667e-10,8.950703e-12,3.307337e-09,4.6070536e-10,1.0,2.3695153e-09
13a09b402a9bc428c549c8c6dc48a9a67cd888b0.jpg,0,0.99999857,1.3880929e-06,3.5812373e-10,1.8399898e-08,0.9999999,6.6434566e-08,3.8147144e-10
6503789ae2d9d5faefe78e604b2d770d8470b537.jpg,0,0.9999993,3.3122274e-07,4.0093204e-07,5.8024516e-06,2.2849557e-08,0.98786676,0.012133211
b6c3810a5830fe5181bb449d3f67980862589075.jpg,0,0.9999999,1.3523538e-07,1.3678487e-09,1.2311514e-09,3.8068002e-08,0.99914503,0.00085494004
5712c652aba34f4ccf3c16b3b2e1d9ca9f4674d3.jpg,0,1.0,5.701338e-09,5.964032e-09,0.0014634716,4.558731e-06,0.7306238,0.26937166
e21b1cde9649f89334efa4a173e7e865784a7deb.jpg,0,5.8626736e-12,1.0,8.733256e-09,0.9999993,2.3990185e-10,1.0,9.624569e-10
94cde3ef6bf7fa424930de397d3a4d54ab3f549c.jpg,0,1.0,4.4318385e-09,7.628778e-10,0.6602109,0.99999964,2.8176137e-07,9.74451e-08
3db11c6181e5a4bc097bcd7ba448bac95cb127ff.jpg,0,1.2978358e-08,1.0,2.573504e-08,1.0,3.5595156e-07,0.99999857,1.0197497e-06
c34aa4ff8fca947b2247d05f6ff4368230546934.jpg,0,1.0,7.902506e-09,1.4011393e-08,3.8209163e-07,3.6654452e-08,0.97131324,0.028686728
3a2e3b9ae3b8473b2ce43fb89b3da866eb12662c.jpg,0,0.99999964,3.0336193e-07,9.528275e-09,0.00058232003,1.7080756e-05,0.74896973,0.2510132
de5cdd3277079d5cf73eb82bc3c8178cbbf8d481.jpg,0,0.9999993,4.277414e-07,2.2376648e-07,0.00023273942,1.0724766e-06,0.9993285,0.0006704951
281ee38d3337dcbfec08da68ee49af89aa184dde.jpg,0,0.9999994,6.081711e-07,2.3876074e-08,0.00050288095,0.9999999,1.10248706e-07,6.688909e-09
d8c0d7ae6cf662506012135e730b855c321dbc8f.jpg,0,0.99999964,2.6398752e-07,6.665083e-08,1.0,1.0,1.0156757e-08,1.6565546e-11
58c63f7070a3d66b2269b3639df4daf36fefd5a7.jpg,0,1.0,1.2054444e-10,8.819838e-12,5.044763e-12,1.1710222e-11,1.0,9.387518e-09
d3d3f99885b4f137a4a956c496c1b2f8b0e5590d.jpg,0,5.6747655e-08,1.4482069e-05,0.9999856,7.483147e-15,1.0,4.546241e-16,3.7157324e-16
9738f24e04e92530b8ef17da47926d1a577f68ec.jpg,0,0.9999988,3.738707e-07,8.790644e-07,1.0,5.952602e-07,0.9999994,8.450699e-09
ab655c7ac4849f19a2812d46e0f2453fe2eef05c.jpg,0,1.0,9.787174e-11,6.456098e-14,1.0,9.843236e-16,1.0,1.9510937e-19
4e9d4ff471944284f08e4864a74672cdd91be72d.jpg,0,0.9999999,9.5403756e-08,2.1590209e-08,6.124847e-10,1.0,1.05977727e-13,7.819626e-15
b3a942f75d230beb7be5a955955be4bc274e45d6.jpg,0,1.9836537e-11,1.909364e-06,0.9999981,1.0,5.7406432e-06,0.99999285,1.4602616e-06
3f4e62fb34b13b994c9a793054955de94c6941f5.jpg,0,0.9999994,6.572796e-08,5.249416e-07,3.7698678e-11,1.0,4.114721e-09,1.157363e-09
48aeff9cc569678336e908389e204f9e51bb2ac3.jpg,0,0.99999964,2.5226166e-07,1.2465999e-07,0.00066715555,1.0,5.9540413e-09,4.501825e-10
d465ebee7f2ea57529fbf5503bf1ad42024ac3d2.jpg,0,0.99999964,1.9730162e-07,8.198255e-08,1.0,5.4676363e-08,0.9999999,4.3700773e-08
cf56666b65acca83de048fd058f48e4108950d63.jpg,0,3.5360623e-10,6.70429e-07,0.9999993,1.8319661e-09,3.205426e-14,1.0,4.2252154e-08
4e4808f4af3b8d49a247baef7ce530a9bc5b6829.jpg,0,1.4158017e-12,1.0,9.706163e-10,1.0,3.079571e-11,1.0,1.5017463e-13
212dc2eefa9188d3aba93d99f383c8f46fa5380f.jpg,0,1.0,4.7829287e-09,4.612021e-10,0.9999981,1.7505574e-12,1.0,6.393635e-11
add7fb0e1555edd41a563b68b519f0f151e09b39.jpg,0,0.9999999,8.334161e-08,2.0946153e-08,0.99999523,0.9999999,8.9060684e-08,6.303584e-10
18d1611138d046b92058e43bd2766904ae948a87.jpg,0,0.99999964,3.1650598e-07,4.5379412e-08,1.0,1.0,2.0812914e-11,7.834657e-12
7aefd65eebe02f5026cd913f701279cd6b6bf4d8.jpg,0,0.9996749,0.00030802548,1.708201e-05,0.9999635,0.9928564,0.0071432055,3.4389274e-07
faf8f64456dc225292577404562ac5fffe87f421.jpg,0,6.603467e-10,1.0,2.3934724e-08,0.99996066,0.9999993,6.3189805e-07,8.7260446e-08
723e7d65d5851c729877957ab9b7176562627445.jpg,0,1.6380373e-08,0.9999974,2.6506473e-06,1.0,5.0749502e-08,0.9999999,1.4080807e-08
c2788f8d903557805c8b4ee56319d116f051b71f.jpg,0,0.99998367,1.6138007e-05,2.2935266e-07,1.0,1.3000227e-06,0.9835603,0.016438337
d58fdb2ece4e376de01fbc647e83c290d3dc4e88.jpg,0,1.7856729e-16,1.808295e-11,1.0,0.837813,1.0,1.7590892e-08,4.1332104e-14
709a066f46ef6c47e606df4034343e7f2218c38c.jpg,0,1.0,8.22113e-09,4.5995027e-10,1.574737e-11,1.2485223e-10,1.0,3.2576766e-09
8ed3bc8ac7cd475f6d1e714d2d2f3483c248e3cd.jpg,0,0.99999976,1.0483348e-07,7.011002e-08,1.16436025e-08,0.0004313418,0.0033098138,0.99625885
cabc501b287599b34e97aa52d75deb99424ac8e0.jpg,0,8.393205e-11,7.5659244e-08,0.9999999,1.4798612e-08,2.7416788e-11,0.99923027,0.00076974067
19d6e920a1fc70f0e2170fa21fc87db968e2acf0.jpg,0,0.99999523,4.6964556e-06,6.600596e-08,5.5294066e-05,0.9997342,0.00025843858,7.287992e-06
b9022137c7715d09b491dc9da5bd67bf4d9f4952.jpg,0,2.9592453e-11,3.470447e-08,1.0,6.068145e-11,5.7947223e-13,1.0,3.606932e-08
0860028497ed66441cd7af7c639cecd9828557b7.jpg,0,0.9999896,1.0276029e-05,1.3803097e-07,0.99999905,4.4749657e-07,0.9999995,1.3825471e-09
f9eb6c97942c00d996da7db0e76508567f22e4b8.jpg,0,0.99999976,2.9236034e-07,2.8077901e-08,3.6234353e-05,1.0,2.2405821e-08,2.9990523e-09
162526f43e907db7b969e764e6ec6576db449ab4.jpg,0,2.2339506e-08,0.9999999,7.47932e-08,4.3848817e-07,1.4799167e-05,0.043502152,0.95648307
25fa950858d5cd8755c2c9720bdf8502d9c29c2b.jpg,0,1.0,5.1368665e-09,7.2582367e-09,1.0,1.0,1.4380604e-10,1.4271197e-10
09d07eb71fd086ae417e1a9cae02ef0d26c79d75.jpg,0,1.0,2.2554433e-08,1.2159078e-09,1.0,1.0,2.521874e-09,2.3051618e-09
d5b1bcfcedcd60be28470950845de42c52c93560.jpg,0,2.051778e-10,5.8012287e-08,1.0,9.711519e-13,4.792509e-08,0.99995005,4.9888018e-05
97505a65197442a2c23302a9567778332da65119.jpg,0,0.9999999,8.83393e-08,6.3595125e-09,1.1337291e-09,8.788811e-07,0.99998105,1.8053268e-05
263a9acde9c66e73c088350c6d94edb55223e50e.jpg,0,5.311462e-10,3.6230112e-08,1.0,2.4943956e-09,8.330706e-11,0.99677485,0.0032251154
7fb24bac04a32cef6c2d54156c3a82e2917ba2c6.jpg,0,0.9999993,3.9331063e-08,6.5655195e-07,1.277946e-12,1.0,4.648166e-14,7.290032e-14
eaf11dd2b55e31886228a4352850b3139f3df7e5.jpg,0,1.2073848e-13,1.8966628e-09,1.0,1.0,1.0,2.5399061e-11,4.072519e-13
581edf9ac3ebd978fb37c3f80b3c22f1b866a842.jpg,0,0.9999994,4.2084494e-07,1.2964985e-07,1.276709e-07,7.2954975e-10,0.99999225,7.762005e-06
a47f875e05ad8358f003bc94abccbceb06eb2c79.jpg,0,0.9999932,6.3214584e-06,4.5420185e-07,0.013564279,6.46213e-06,0.0022864032,0.9977071
7f885ad7cbddbf474ad5132f69b9a2cde94c9c2b.jpg,0,1.0,3.5623187e-09,9.463934e-11,0.99999976,0.99998224,1.7745233e-05,5.3078594e-08
6410d7dde3b9fea261f8be56a587180f5ca55c1f.jpg,0,0.9999988,1.2094181e-06,2.4438256e-08,8.807908e-07,0.99680567,0.0031943468,8.4898915e-09
32ecc1eaed294843b79e0819e476b790b592f513.jpg,0,1.0,7.6586795e-14,2.794226e-12,2.6763251e-13,1.0,9.249603e-19,4.5905334e-19
e5a2badef66d3ce6e32a60a4bc8438368a595bf6.jpg,0,1.0,3.2091734e-08,1.4660376e-10,5.1329333e-15,1.1061801e-10,1.0,4.3537434e-13
1bed4e1589f662f9baf5e82d0eccd439ca24fc09.jpg,0,2.2298777e-11,1.0,3.8496275e-08,1.0,0.9999993,7.653094e-07,1.0858006e-13
a56ab8f3ecdc1a066e87d341bf5c7e5449843f16.jpg,0,0.99999833,1.1884755e-06,5.124347e-07,1.0,4.2444952e-08,0.9902929,0.009707019
a64d38dcb69ab1d678398ae9fcca5db7842cb55f.jpg,0,0.99999976,1.0004236e-07,7.73116e-08,5.7092056e-09,1.0,1.6982588e-12,1.0697942e-12
8c359540ce44342d62eb683c8b188daedff8f366.jpg,0,0.9999994,4.236129e-07,8.4466116e-08,8.205426e-06,2.2381695e-05,0.9999769,7.085205e-07
347d8f8b656ed3f559847412c6fc10390ba43b9c.jpg,0,0.9999999,1.5065189e-07,1.1049243e-08,4.585273e-08,2.75073e-06,0.999997,2.2768461e-07
9bdf6361645449ac70e555b8025488a42b039150.jpg,0,1.0,4.3000615e-08,3.6198113e-09,0.9999883,2.9101302e-10,1.0,5.3344684e-10
94178ed28a9ac1471a0cab20fcccef6007f729b0.jpg,0,0.9999988,9.2513517e-07,2.2876763e-07,0.9980415,5.923615e-06,0.9852819,0.014712233
72e019681fbeff06501507f9fddfb631f76542bc.jpg,0,8.003837e-08,0.00016432763,0.9998355,1.5595429e-12,1.0,7.1855444e-10,2.7331979e-11
0f522390794dd3dc769b39bd2e0f4c2b795ef483.jpg,0,6.138806e-11,3.3622106e-07,0.99999964,9.646014e-14,2.3335145e-12,1.0,3.0209127e-10
9b4134bc228d9bc70a9de56789bf2b0404824160.jpg,0,2.4531927e-11,6.636137e-08,0.9999999,1.0,8.372304e-12,1.0,5.969822e-10
9d95aa4fc74cb564ab605cec2dc94e3e9c185e56.jpg,0,0.9999932,6.236857e-06,5.557626e-07,1.0,1.0,4.9400918e-18,1.0588448e-15
8aa13753fce181424f666b333f7f9746c4c441e6.jpg,0,1.0,3.979107e-08,2.1106593e-10,1.2547375e-12,0.9999999,1.6149276e-07,2.182607e-10
ae4ba5d1cc849017e7ca60d1b80d6d41ca23b4cb.jpg,0,3.170796e-14,6.861371e-11,1.0,1.0,1.0,1.3961414e-10,3.6738034e-15
e563984ac46c269b0339f99b18907835dde7cd0a.jpg,0,4.4875077e-14,8.643776e-11,1.0,1.0,0.9999968,3.186635e-06,2.273619e-09
289a8293a58cd6c1714f4e7bd8128dbe9a1b1b18.jpg,0,0.9999987,1.3131914e-06,3.8804724e-09,1.0,1.0,2.419395e-09,3.1451838e-11
9365ffdd2441785a6819d043cb8cb47e79029627.jpg,0,9.908635e-09,1.963183e-06,0.9999981,0.9999987,0.9998666,0.00013323591,1.7143309e-07
947aaf7ead4d4577596d63267e6ffc62bebd998a.jpg,0,0.9999974,2.631882e-06,3.3862504e-09,0.99999964,1.8858414e-07,0.99352866,0.006471185
a4e5002282647d738c0203e63e5e67bc8aa106b8.jpg,0,1.0263524e-10,1.0,2.2810376e-08,2.3767888e-07,0.00017515021,0.95013267,0.049692184
6d710a2d1faae4cd249fed81f23396f63857c4b4.jpg,0,1.0,1.4392717e-12,2.4965826e-11,2.3234518e-11,1.0,1.9586125e-17,8.935805e-17
